NULL,8863,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,8839,12890
NULL,8839,12890
NULL,8839,12890
NULL,8839,12890
31944,NULL,8860
31941,NULL,8860
NULL,8813,8836
NULL,8813,8836
13453,8947,8822
NULL,8947,8822
NULL,8819,13123
NULL,NULL,NULL
NULL,8877,12802
NULL,8877,12802
NULL,NULL,NULL
NULL,8849,8824
NULL,14266,17972
NULL,14266,17972
NULL,12806,12799
NULL,12806,12799
NULL,12806,12799
NULL,12806,12799
18265,8947,8822
NULL,8947,8822
NULL,NULL,12891
NULL,NULL,12891
NULL,14394,12891
NULL,14394,12891
31388,NULL,NULL
31387,NULL,NULL
NULL,NULL,NULL
NULL,8862,8952
NULL,8862,8952
NULL,8862,8952
NULL,8862,8952
NULL,12713,8944
23022,12713,8944
13455,12710,8952
NULL,12710,8952
18448,12713,8952
NULL,12713,8952
NULL,12803,18062
31386,NULL,13125
31943,NULL,13125
NULL,NULL,13125
NULL,8823,8856
NULL,8823,8856
NULL,NULL,NULL
13456,8861,8948
13457,8861,8948
NULL,NULL,18412
31945,NULL,18412
23023,8861,18412
NULL,8861,18412
NULL,14338,13129
NULL,14338,13129
NULL,12803,13129
NULL,12803,13129
NULL,14338,13129
18449,14338,13129
32072,14338,13129
NULL,14338,13129
NULL,NULL,NULL
31383,NULL,NULL
NULL,8899,12804
NULL,8899,12804
13199,8899,12804
13458,8899,12804
NULL,12709,8954
31382,NULL,8954
13459,8875,8954
13460,8875,8954
18284,8875,8954
NULL,8875,8954
23024,12709,8954
NULL,12709,8954
NULL,NULL,13131
NULL,NULL,NULL
NULL,13171,8874
NULL,13171,8874
13461,13171,8874
NULL,8923,8878
NULL,8923,8878
18665,12908,14395
NULL,NULL,14395
24247,NULL,14395
31946,12908,14395
31947,12908,14395
NULL,12937,8922
24248,12937,8922
31381,NULL,NULL
NULL,12718,12805
NULL,12718,12805
NULL,NULL,NULL
NULL,8925,8946
NULL,8925,8946
13462,8925,8946
13463,8925,8946
NULL,14336,25663
NULL,14336,25663
NULL,17970,12798
NULL,17970,12798
NULL,8845,12910
NULL,8845,12910
NULL,NULL,NULL
NULL,NULL,NULL
NULL,8883,12913
31942,8883,12913
NULL,8883,12913
18232,13146,NULL
NULL,13146,NULL
NULL,8945,8880
18668,8945,8880
NULL,8945,8880
NULL,8945,13127
NULL,8945,13127
31377,13146,NULL
31378,NULL,13134
13464,12715,13134
13465,12715,13134
18666,12715,13134
NULL,12715,13134
23025,12715,13134
NULL,12715,13134
31948,13354,13134
32073,13354,13134
NULL,4039,8934
NULL,4039,8934
NULL,4039,8934
NULL,4039,8934
23026,4039,8934
NULL,4039,8934
NULL,NULL,NULL
NULL,12712,14339
NULL,12712,14339
NULL,NULL,14339
31954,NULL,14339
31375,NULL,12712
NULL,NULL,12712
NULL,12716,13135
NULL,12716,13135
NULL,NULL,NULL
NULL,NULL,NULL
NULL,13147,14340
NULL,13147,NULL
NULL,13147,NULL
NULL,12917,8900
NULL,12917,8900
NULL,12915,13135
NULL,12915,13135
NULL,13139,8884
31376,12917,7849
NULL,12917,7849
NULL,12917,7849
NULL,8927,8896
NULL,8927,8896
NULL,NULL,NULL
31950,12721,12918
31374,NULL,14333
31373,12919,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,8905,12925
NULL,8905,12925
18667,14268,14345
31371,NULL,18401
NULL,18389,18401
NULL,18389,18401
31955,18389,18401
NULL,18389,18401
NULL,12720,12923
NULL,12719,12923
NULL,12719,12923
31370,NULL,14345
NULL,NULL,14345
NULL,NULL,NULL
31372,NULL,NULL
NULL,4041,12929
NULL,NULL,NULL
NULL,12926,12927
NULL,8907,12929
NULL,8907,12929
NULL,18400,25631
NULL,18400,25631
31952,NULL,8926
NULL,8897,8926
NULL,8897,8926
18669,8897,8926
NULL,8897,8926
NULL,25632,22340
18664,14342,14319
NULL,8897,8926
NULL,8897,8926
NULL,NULL,22340
31369,NULL,22340
NULL,NULL,NULL
NULL,25632,8924
NULL,18369,8926
NULL,12931,12930
NULL,12931,12930
31368,NULL,18121
NULL,18178,18121
NULL,18178,18121
NULL,18178,18121
NULL,18178,18121
31953,18178,NULL
NULL,18178,NULL
NULL,8889,8924
18673,8889,8924
NULL,NULL,NULL
NULL,12791,12792
NULL,12791,12792
NULL,12791,12792
13212,12832,12831
NULL,12832,12831
NULL,12832,12831
NULL,12832,12831
15534,13172,13194
NULL,13172,13194
NULL,12833,12831
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
20601,12790,14372
NULL,12790,14372
NULL,4130,4199
NULL,4130,4199
NULL,4130,4199
30978,4130,4199
18473,4130,4199
NULL,4130,4199
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
31743,4199,4130
31744,4199,4130
NULL,22384,13179
NULL,NULL,4199
NULL,NULL,4199
62371,1257,2030
NULL,1257,2030
NULL,1257,2030
36799,1257,22364
NULL,1257,22364
NULL,1257,22364
NULL,1257,22364
30979,1257,22364
NULL,NULL,NULL
NULL,NULL,NULL
NULL,3994,8445
3226,930,1262
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,4748,NULL
NULL,4748,14261
NULL,4748,14261
NULL,4748,14261
NULL,4748,14261
31216,NULL,25683
31215,NULL,25683
NULL,NULL,NULL
NULL,4748,13143
NULL,4748,13143
NULL,18177,18111
NULL,18177,18111
3771,1261,1260
NULL,1261,1260
13368,7856,1249
13369,7856,1249
NULL,1261,1249
NULL,1261,1249
NULL,3994,1255
NULL,3994,1255
NULL,2038,931
2857,2038,931
18472,3994,1255
NULL,3994,1255
31217,3994,1255
NULL,3994,1255
NULL,3994,1255
NULL,3994,1255
NULL,NULL,36146
NULL,1239,1164
NULL,1239,1164
NULL,1239,1164
NULL,1239,1164
3735,936,937
NULL,936,937
NULL,835,2030
NULL,835,2030
NULL,835,1255
2969,835,1255
13576,835,2030
NULL,835,2030
NULL,835,1255
NULL,835,1255
NULL,NULL,1164
NULL,NULL,1164
30946,7936,2506
2973,933,1256
NULL,933,1256
13371,7936,1255
13370,7936,1255
18471,7856,1249
NULL,7856,1249
NULL,7936,2506
NULL,7936,2506
NULL,NULL,36139
36801,NULL,36139
NULL,39920,NULL
NULL,1261,1260
NULL,1261,1260
NULL,NULL,NULL
NULL,NULL,NULL
NULL,3988,931
NULL,3988,931
23075,8713,22383
NULL,8713,22383
NULL,18384,22365
NULL,18384,22365
36800,18384,22365
NULL,18384,22365
23083,18384,22382
NULL,18384,22382
30943,NULL,4558
NULL,NULL,4558
31745,NULL,NULL
NULL,22383,8713
NULL,22383,8713
30944,8713,22383
NULL,8713,22383
NULL,7936,NULL
NULL,2035,1240
30945,2035,1240
NULL,2035,1240
NULL,2035,1240
3741,836,1249
NULL,836,1249
NULL,934,935
13372,1233,2100
NULL,934,935
NULL,934,935
NULL,934,935
13373,934,935
NULL,934,935
NULL,1233,1234
NULL,1233,1234
NULL,1233,1234
NULL,1233,1234
NULL,1233,1234
NULL,1233,1234
NULL,938,1251
NULL,939,18110
NULL,939,943
NULL,939,943
NULL,18298,18110
NULL,18298,18110
36798,18298,36137
NULL,18298,36137
31218,18298,18110
2988,939,2096
NULL,934,935
NULL,934,935
NULL,934,935
NULL,4655,4632
NULL,4655,4632
NULL,4655,4632
NULL,4655,4632
NULL,940,2032
NULL,940,2032
2974,940,2032
3211,940,2032
13375,4655,4632
13376,4655,4632
NULL,4414,942
NULL,4414,942
NULL,941,17981
NULL,941,17981
NULL,941,17981
NULL,941,17981
13496,940,2032
18230,940,2032
NULL,940,2032
22979,940,2032
NULL,940,2032
30980,4655,4632
30947,4655,4632
NULL,4655,18326
NULL,4655,18326
NULL,18423,18326
NULL,18423,18326
NULL,941,17981
NULL,941,17981
30949,941,17981
NULL,941,17981
NULL,NULL,25744
36797,4212,36406
NULL,4212,36406
NULL,932,1234
NULL,932,1234
NULL,932,943
NULL,932,943
NULL,932,943
NULL,932,943
NULL,932,943
NULL,932,943
13577,932,943
13579,932,943
NULL,1247,1254
2975,1247,1254
NULL,18423,18326
NULL,18423,18326
NULL,2168,1234
NULL,2168,1234
NULL,951,1234
NULL,951,1234
NULL,18423,18326
NULL,2168,2034
NULL,939,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,950,960
NULL,950,960
NULL,2031,943
NULL,2031,2034
NULL,2031,2034
13377,2031,2034
13680,2031,2034
18470,2031,2034
NULL,2031,2034
36659,2039,960
36658,2039,960
NULL,25727,NULL
NULL,2039,18113
NULL,2039,18113
18469,2039,4167
NULL,2039,4167
NULL,NULL,NULL
NULL,NULL,NULL
NULL,1245,1252
3736,1245,1252
3739,1241,1250
NULL,1241,1250
NULL,1241,1250
18241,1248,945
NULL,1248,945
NULL,NULL,NULL
NULL,NULL,NULL
3740,1243,945
3242,1248,1237
3737,1248,1237
NULL,1241,18112
NULL,1241,18112
NULL,1235,1164
NULL,1235,1164
NULL,1241,18112
NULL,1241,18112
31219,25738,18112
NULL,25738,18112
31746,25738,18112
NULL,25738,18112
36806,25738,18112
NULL,25738,18112
13580,944,2102
14443,944,2102
NULL,944,2102
NULL,944,2102
NULL,944,2102
NULL,944,2102
3738,944,2102
NULL,944,2102
NULL,946,1238
NULL,946,1238
18261,946,1238
NULL,946,1238
31220,946,2034
NULL,946,2034
NULL,NULL,2034
NULL,NULL,2034
NULL,946,NULL
NULL,946,NULL
31747,946,2034
31748,946,2034
36802,946,2034
36803,946,2034
2962,949,1242
NULL,949,1242
NULL,946,1238
NULL,946,1238
13583,950,1240
31749,36159,NULL
NULL,950,1240
NULL,950,1240
NULL,950,1240
NULL,950,1240
NULL,NULL,NULL
NULL,NULL,NULL
NULL,27164,36140
NULL,27164,36140
NULL,NULL,2039
NULL,2046,960
13378,961,960
NULL,1235,2029
NULL,1235,2029
NULL,2046,960
18262,2046,960
31221,1243,960
NULL,961,960
NULL,961,960
NULL,951,1234
NULL,1171,1253
NULL,1171,1253
18468,1171,1253
3118,1233,1253
3222,1233,1253
NULL,NULL,NULL
NULL,NULL,NULL
NULL,2039,1253
NULL,2039,1253
36805,932,18110
NULL,932,18110
3722,952,1177
NULL,952,1177
NULL,NULL,NULL
NULL,NULL,NULL
3043,953,1180
NULL,1179,1181
NULL,952,1177
NULL,952,1177
13581,954,1253
36804,941,17981
3437,953,NULL
NULL,953,NULL
3438,956,1176
18263,1173,1174
NULL,1173,1174
NULL,1173,1174
30950,1173,1174
30948,1173,1174
NULL,1171,1174
NULL,1171,1174
NULL,3992,25615
NULL,3992,25615
NULL,3992,2751
NULL,3992,2751
NULL,3992,1156
NULL,3992,1156
31751,3992,2751
NULL,3992,2751
NULL,2041,1182
NULL,2041,1182
NULL,14206,2113
NULL,14206,2113
3436,1173,1174
NULL,14324,18113
NULL,14324,18113
3435,957,1172
13379,1171,2132
NULL,1247,1177
NULL,1247,1177
NULL,1247,1177
NULL,1247,1177
NULL,1247,1177
NULL,1247,1177
NULL,1171,2068
NULL,952,1177
NULL,952,1177
3434,959,958
NULL,13093,4558
NULL,1161,18319
NULL,1161,18319
NULL,NULL,36141
NULL,NULL,36141
13380,13073,971
13582,13073,971
NULL,NULL,NULL
NULL,NULL,NULL
NULL,2043,971
NULL,18156,4151
NULL,18156,4151
3433,1167,1170
NULL,1167,1170
NULL,1167,1170
18467,1243,1164
NULL,1239,12823
NULL,1239,12823
NULL,27165,36142
NULL,27165,36142
32104,27165,NULL
NULL,27165,NULL
3432,2152,2506
NULL,2152,2506
NULL,2152,2506
NULL,962,1166
3430,863,1168
NULL,863,1168
18485,962,1166
NULL,962,1166
30983,962,1166
NULL,962,1166
32105,962,1166
32106,962,1166
3429,962,1166
NULL,962,1166
NULL,959,2132
3431,2045,2132
NULL,959,1180
NULL,959,1180
3439,963,1164
3441,963,1164
NULL,954,2060
NULL,954,2060
NULL,964,1162
NULL,NULL,NULL
NULL,964,965
NULL,964,965
18253,964,1162
NULL,964,1162
NULL,NULL,2060
36807,NULL,2060
NULL,957,1252
NULL,957,1252
NULL,957,1252
NULL,957,1252
NULL,1163,965
NULL,1163,965
NULL,NULL,966
NULL,NULL,NULL
36812,864,14205
NULL,864,14205
NULL,864,14205
NULL,838,966
NULL,838,966
2976,838,966
NULL,838,966
31222,864,14205
31223,864,14205
NULL,2806,982
NULL,2806,982
13819,4345,4654
NULL,4345,4654
31224,2806,982
31225,2806,982
NULL,2806,982
36813,2806,982
2978,864,1162
NULL,864,1162
NULL,2806,984
NULL,2806,984
31226,865,967
NULL,865,967
NULL,865,967
NULL,865,967
NULL,25603,13161
NULL,976,1156
NULL,2806,978
NULL,2806,978
31752,976,1156
30951,976,1156
NULL,976,1156
NULL,863,1168
31227,863,1168
NULL,983,1168
NULL,983,1168
31753,863,1168
NULL,863,1168
NULL,863,1168
NULL,2047,7887
36811,863,1168
NULL,863,1168
NULL,867,NULL
NULL,867,NULL
NULL,NULL,NULL
NULL,963,965
NULL,963,36145
32107,963,NULL
NULL,963,965
NULL,963,965
NULL,963,965
NULL,963,965
NULL,963,965
30928,963,965
3442,1161,967
3443,1161,967
NULL,2047,7887
3445,1155,1160
NULL,1161,967
NULL,1161,967
NULL,1157,969
NULL,968,2055
30929,NULL,NULL
NULL,NULL,NULL
31754,13074,18125
NULL,13074,18125
36810,NULL,18125
NULL,NULL,18125
NULL,972,990
NULL,972,990
3444,972,971
31755,972,990
NULL,972,990
NULL,972,990
NULL,972,990
18255,972,990
13584,972,990
NULL,972,990
31228,972,990
NULL,972,990
NULL,NULL,NULL
NULL,NULL,NULL
NULL,972,990
36809,972,990
NULL,7860,36141
NULL,7860,1150
3446,2020,990
NULL,7860,1150
NULL,7860,1150
NULL,7860,1150
NULL,7860,1150
23078,7860,1150
NULL,7860,1150
30930,7860,1150
36808,7860,1150
NULL,7860,1150
NULL,2391,22386
NULL,986,2056
NULL,868,2050
NULL,868,2050
30931,2391,2002
NULL,2391,2002
NULL,867,866
NULL,867,866
NULL,867,866
NULL,867,866
36660,870,27353
NULL,973,974
NULL,973,974
NULL,1155,1160
NULL,1155,1160
NULL,975,2058
NULL,975,2058
2977,975,2058
NULL,975,2058
NULL,1149,2113
NULL,1149,2113
NULL,976,982
NULL,976,982
NULL,979,982
NULL,979,982
13382,989,982
NULL,989,982
30953,989,1162
30952,989,1162
NULL,977,976
NULL,979,1158
NULL,NULL,NULL
NULL,1169,980
13383,1169,1160
NULL,1169,1160
NULL,1169,2169
NULL,1169,2169
NULL,1169,980
NULL,1169,980
18466,1169,1160
NULL,1169,1160
31089,25762,25794
31088,25762,25794
NULL,25762,25794
NULL,25762,25794
NULL,997,1160
NULL,997,1160
NULL,997,2169
13585,997,2169
NULL,997,2169
NULL,997,2169
NULL,871,2169
NULL,871,2169
NULL,976,1156
NULL,975,2058
13384,1147,1156
NULL,1147,1156
NULL,1147,1156
NULL,1147,1156
3447,1147,1156
NULL,985,978
NULL,985,978
31756,975,978
31090,985,978
30981,985,978
NULL,995,2114
NULL,995,2114
NULL,868,2050
NULL,868,2050
NULL,868,2050
NULL,868,2050
31091,870,987
NULL,870,987
NULL,868,2050
NULL,868,2050
NULL,2057,2056
NULL,2057,2056
NULL,2057,2056
NULL,2057,2056
NULL,986,1166
NULL,986,2056
2979,986,987
9786,986,987
31092,986,2056
NULL,986,2056
NULL,986,2056
NULL,986,2056
NULL,NULL,NULL
NULL,2047,36156
NULL,2139,2002
NULL,2139,2002
NULL,2139,2002
NULL,2139,2002
13386,995,7951
NULL,995,7951
18465,995,7951
NULL,995,7951
13387,13074,2002
NULL,13074,2002
NULL,993,NULL
NULL,993,NULL
NULL,2053,2055
23077,22366,22350
24234,22366,22350
31093,993,22350
NULL,993,22350
NULL,993,22350
NULL,993,22350
NULL,993,22350
NULL,993,22350
NULL,1141,2052
NULL,1141,2052
NULL,18406,18366
NULL,18406,18366
31235,18406,18366
NULL,18406,18366
NULL,NULL,NULL
NULL,18162,2506
18464,18162,2506
31236,18162,8048
NULL,18162,8048
NULL,18162,8048
31757,18162,8048
36814,18162,8048
NULL,18162,8048
NULL,18328,NULL
NULL,18328,NULL
NULL,17978,NULL
NULL,17978,NULL
NULL,17978,NULL
NULL,17978,NULL
NULL,992,991
3796,992,991
31758,992,991
NULL,992,991
NULL,992,991
NULL,992,991
NULL,992,991
NULL,992,991
NULL,992,991
13388,992,991
NULL,992,991
31174,25825,25781
NULL,25825,25781
NULL,25825,25781
NULL,25825,25781
NULL,25624,18162
22980,18339,25624
NULL,18339,25624
NULL,18339,25624
NULL,18339,25624
31759,18339,25624
31760,18339,25624
31237,18339,25624
NULL,8047,8048
NULL,8047,8048
NULL,8047,8048
NULL,993,994
2980,993,994
NULL,8047,8048
13389,8047,8048
30982,8047,7951
NULL,8047,7951
NULL,8047,7951
NULL,8047,7951
3765,995,2114
NULL,995,2114
NULL,NULL,14327
NULL,NULL,14327
31175,NULL,14327
31176,NULL,14327
31761,14327,NULL
31762,14327,NULL
NULL,996,1145
NULL,996,1145
NULL,996,1145
NULL,996,1145
NULL,996,1145
NULL,996,1145
NULL,996,1145
NULL,996,1145
NULL,996,1145
NULL,996,1145
3665,996,1145
NULL,996,1145
NULL,NULL,NULL
NULL,NULL,NULL
NULL,996,1145
NULL,996,1145
NULL,996,1145
36788,996,1145
NULL,8690,4231
NULL,4231,8188
NULL,4231,8188
NULL,4231,8188
NULL,4231,8188
NULL,18336,18128
NULL,18336,18128
30932,18336,18128
NULL,18336,18128
NULL,18336,18128
NULL,18336,18128
31177,4426,18407
NULL,4426,18407
NULL,4426,18407
36786,14161,NULL
NULL,14161,NULL
31178,4132,994
31238,4132,994
36787,2440,4132
NULL,2440,4132
NULL,870,1144
3797,870,1144
NULL,999,1000
18256,999,1000
24236,999,1000
24235,999,1000
31179,999,1000
NULL,999,1000
36789,27360,27318
NULL,27360,27318
13385,870,987
13392,870,987
NULL,999,1000
NULL,999,1000
NULL,2490,2500
36790,2490,2500
NULL,NULL,NULL
NULL,25506,2114
NULL,25506,2114
31239,25506,2114
NULL,25506,2114
NULL,25506,2108
NULL,25506,2108
NULL,NULL,NULL
NULL,4154,4175
31240,4154,4175
NULL,4154,4175
NULL,4154,4175
NULL,4154,4175
NULL,25509,1146
NULL,25509,1146
NULL,NULL,NULL
31763,1169,25778
NULL,25795,25778
NULL,25795,25778
NULL,7954,8029
NULL,7954,8029
NULL,18193,18128
NULL,18193,18128
NULL,872,1140
NULL,872,1140
NULL,872,1140
31241,872,1140
NULL,872,1140
NULL,872,1140
NULL,872,3895
NULL,872,3895
NULL,NULL,NULL
31242,4573,NULL
NULL,40123,4175
NULL,40123,4175
31764,4573,NULL
31765,4573,NULL
NULL,2059,1142
NULL,2059,1142
NULL,999,998
NULL,999,998
NULL,7954,8029
NULL,7954,8029
3798,999,998
3804,999,998
13390,7954,8029
14444,7954,8029
18254,7954,8029
NULL,7954,8029
NULL,NULL,8029
NULL,NULL,8029
NULL,868,1142
NULL,868,1142
NULL,868,1142
NULL,840,1000
NULL,868,NULL
3795,840,1000
13391,840,1000
36785,868,1142
NULL,868,1142
30933,868,1142
NULL,872,1140
NULL,872,1140
NULL,872,1140
NULL,NULL,NULL
NULL,NULL,NULL
31766,27166,NULL
NULL,27166,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,1139,8190
36815,1139,8190
NULL,874,1137
NULL,NULL,4573
18453,873,8190
18452,873,8190
2981,874,1137
2982,874,1137
NULL,1139,8190
NULL,1139,8190
NULL,1139,8190
NULL,1139,8190
NULL,NULL,NULL
NULL,NULL,NULL
NULL,839,8190
NULL,839,8190
NULL,18155,4201
NULL,18155,4201
NULL,18408,22387
24237,18408,22387
31180,18408,22387
NULL,18408,22387
36791,18408,22387
NULL,18408,22387
NULL,873,1138
NULL,873,2062
NULL,873,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,1138
NULL,NULL,1138
NULL,8448,17977
NULL,8448,17977
NULL,8448,17977
NULL,8448,17977
NULL,17978,8168
NULL,17978,8168
NULL,17978,8168
31181,17978,8168
31767,17978,8168
31768,17978,8168
NULL,4264,17971
NULL,4264,17971
NULL,25502,18111
NULL,25502,18111
NULL,25502,18111
31243,25502,18111
NULL,25502,18111
NULL,25502,18111
NULL,25502,18111
NULL,17980,13143
NULL,17980,13143
31182,17980,13143
NULL,17980,13143
NULL,17980,13143
NULL,17980,13143
31183,4748,14261
NULL,4748,14261
36792,4748,NULL
NULL,4748,NULL
NULL,18385,25499
NULL,NULL,17983
NULL,4561,NULL
NULL,4561,NULL
31769,25666,NULL
NULL,17982,13179
18257,17982,13179
NULL,36403,NULL
NULL,36403,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,17983
NULL,NULL,17983
NULL,17983,NULL
31214,NULL,17973
NULL,NULL,17973
31770,17983,NULL
NULL,17983,NULL
31185,2033,NULL
NULL,940,2032
31186,940,2032
NULL,940,2032
31771,940,2032
NULL,940,2032
NULL,4212,17967
NULL,4212,17967
NULL,4212,17967
NULL,4212,17967
30934,25826,1178
31187,25826,1178
NULL,25827,NULL
NULL,4701,1178
NULL,4701,1178
18258,4701,1178
NULL,4701,1178
NULL,25827,NULL
NULL,955,942
31189,25796,25743
31188,25796,25743
32109,25796,25743
32108,25796,25743
NULL,25625,17969
36793,988,25747
NULL,988,25747
NULL,4212,36406
NULL,NULL,NULL
NULL,NULL,NULL
NULL,17984,4263
NULL,17984,4263
NULL,17984,4263
18259,17984,4263
NULL,17984,4263
31772,17984,4263
NULL,17984,4263
NULL,1175,25510
NULL,1175,25510
NULL,17966,2751
NULL,17966,2751
NULL,17966,2751
NULL,17966,2751
NULL,17966,2751
NULL,25503,NULL
NULL,25503,NULL
31230,25503,18337
31190,25503,18337
NULL,25503,18337
22981,25503,18337
36795,25503,18337
36794,25503,18337
31229,25828,25746
31855,NULL,25828
NULL,NULL,25828
NULL,25829,25748
NULL,25829,25748
31231,25829,25748
NULL,25829,25748
209984,25797,25749
NULL,25797,25749
NULL,25797,25749
NULL,25798,25780
NULL,NULL,NULL
NULL,NULL,NULL
31232,25798,25780
NULL,25798,25780
18260,17968,2132
NULL,17968,2132
22982,954,2060
24240,954,2060
NULL,18190,25508
NULL,18190,25508
NULL,13162,25504
NULL,13162,25504
31857,13162,25504
NULL,13162,25504
NULL,4345,NULL
NULL,4345,NULL
NULL,4345,8190
24241,4345,8190
NULL,NULL,NULL
NULL,NULL,NULL
NULL,17968,2132
36796,17968,2132
NULL,838,25505
NULL,838,25505
NULL,18190,25508
NULL,18190,25508
31858,18190,25508
NULL,18190,25508
NULL,NULL,NULL
31233,17968,25504
NULL,17968,25504
NULL,NULL,NULL
NULL,957,1252
NULL,957,1252
NULL,13162,25504
NULL,13162,25504
31234,957,1252
NULL,957,1252
NULL,957,1252
31859,957,1252
NULL,957,1252
31860,874,4774
NULL,874,4774
NULL,874,4774
NULL,874,4774
31191,874,4774
NULL,36169,11835
NULL,36169,11835
NULL,10227,40005
NULL,10227,40005
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,1482,1359
NULL,25898,18342
NULL,25898,18342
44389,25898,18342
44390,25898,18342
31918,25898,18342
31919,25898,18342
36624,25898,18342
36625,25898,18342
3309,1482,1359
NULL,1482,1359
13274,1482,1359
13508,1482,1359
NULL,1482,1359
NULL,1482,1359
NULL,22374,27271
44533,1482,1359
44534,1482,1359
NULL,8479,3972
NULL,8479,3972
NULL,8106,8480
NULL,1482,1359
NULL,1482,1359
30915,1482,1359
NULL,1482,1359
31920,1482,1359
32111,1482,1359
18450,1482,1359
18343,1482,1359
NULL,1482,1359
NULL,1482,1359
NULL,1488,18093
NULL,17952,25784
NULL,25793,40002
NULL,25793,40002
NULL,17952,25784
30916,17952,25784
NULL,17952,25784
36626,17952,25784
31921,17952,25784
NULL,17952,13120
NULL,17952,13120
NULL,25793,40002
NULL,25793,40002
31265,25793,25783
NULL,25793,25783
NULL,25597,4608
NULL,25597,4608
14044,4617,4608
NULL,4617,4608
18273,4617,4608
NULL,4617,4608
2924,1484,1361
2955,1484,1361
2925,1512,1831
NULL,1512,1831
NULL,8106,8480
13509,8106,8480
18481,8106,8480
NULL,8106,8480
NULL,8491,8424
NULL,4697,4692
NULL,4697,4692
NULL,4697,4692
NULL,4230,4217
NULL,4230,4217
NULL,4697,4692
20619,4697,4692
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,NULL,NULL
NULL,4230,22347
NULL,8729,4217
NULL,8729,4217
31013,14396,25463
30917,14396,25463
18546,14396,17987
NULL,14396,17987
NULL,8729,25463
NULL,8729,25463
NULL,14411,14398
NULL,14411,14398
NULL,14411,14398
36627,14411,14398
NULL,14411,14398
NULL,14411,14398
30954,14411,14398
NULL,4230,22347
NULL,1490,1483
